customer_id,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,online_order,list_price,order_status_Approved,order_status_Cancelled,brand_Giant Bicycles,brand_Norco Bicycles,brand_OHM Cycles,brand_Solex,brand_Trek Bicycles,brand_WeareA2B,product_line_Mountain,product_line_Road,product_line_Standard,product_line_Touring,offline_order,recency,top_customer,age
1474,Male,54.0,Structural Analysis Engineer,Health,Mass Customer,N,Yes,21.0,828 Schlimgen Circle,2450.0,NSW,Australia,5.0,4.0,5061.36,5.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,908.5823481728937,0.0,33.0
1475,Male,41.0,Recruiting Manager,Retail,Affluent Customer,N,Yes,7.0,558 Thompson Junction,2440.0,NSW,Australia,6.0,6.0,11874.85,8.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,3.0,2.0,888.5823481728935,0.0,34.0
1476,Male,25.0,Structural Analysis Engineer,,Affluent Customer,N,Yes,20.0,589 Main Plaza,2290.0,NSW,Australia,4.0,1.0,2055.69,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,866.5823481728935,0.0,33.0
1477,U,42.0,Actuary,Financial Services,Mass Customer,N,Yes,,472 Blaine Junction,2440.0,NSW,Australia,3.0,6.0,9549.97,9.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,6.0,2.0,3.0,861.5823481728935,0.0,42.0
1478,Male,40.0,VP Quality Control,Financial Services,High Net Worth,N,No,9.0,12 Express Pass,2340.0,NSW,Australia,2.0,6.0,7494.299999999998,8.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,2.0,843.5823481728935,0.0,27.0
1479,Male,25.0,Help Desk Technician,Argiculture,Mass Customer,N,No,21.0,76 Norway Maple Drive,4509.0,QLD,Australia,6.0,2.0,5371.29,5.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,4.0,857.5823481728935,0.0,42.0
1480,Female,83.0,Legal Assistant,,High Net Worth,N,Yes,5.0,4 Oriole Hill,2340.0,NSW,Australia,7.0,6.0,7182.38,9.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,3.0,6.0,0.0,3.0,844.5823481728935,0.0,24.0
1481,Female,93.0,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,14.0,038 North Court,2333.0,NSW,Australia,3.0,7.0,9626.68,9.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,6.0,0.0,2.0,862.5823481728935,0.0,43.0
1482,Male,29.0,Electrical Engineer,Manufacturing,Mass Customer,N,No,12.0,7231 Pepper Wood Point,2428.0,NSW,Australia,8.0,5.0,14366.26,12.0,0.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,9.0,0.0,7.0,910.5823481728937,0.0,40.0
1483,Female,55.0,Senior Quality Engineer,Telecommunications,Mass Customer,N,Yes,14.0,941 La Follette Hill,2263.0,NSW,Australia,10.0,2.0,7979.169999999997,8.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,7.0,0.0,6.0,871.5823481728935,0.0,48.0
1484,Female,26.0,Administrative Assistant IV,,Mass Customer,N,No,18.0,2 Barby Trail,2769.0,NSW,Australia,10.0,4.0,3812.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,856.5823481728935,0.0,34.0
1485,Male,50.0,Food Chemist,Health,Mass Customer,N,Yes,6.0,29133 Canary Circle,2282.0,NSW,Australia,8.0,2.0,1871.67,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,846.5823481728935,0.0,50.0
1486,Male,14.0,Geological Engineer,Manufacturing,Mass Customer,N,No,10.0,12 Redwing Street,2325.0,NSW,Australia,4.0,2.0,4895.26,5.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,874.5823481728935,0.0,41.0
1487,Female,58.0,Web Designer IV,,Affluent Customer,N,Yes,5.0,57835 Ruskin Lane,2325.0,NSW,Australia,5.0,0.0,617.38,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,859.5823481728935,0.0,40.0
1488,Female,82.0,Assistant Manager,,Mass Customer,N,Yes,17.0,7 Mifflin Terrace,2323.0,NSW,Australia,3.0,1.0,2561.77,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,882.5823481728935,0.0,33.0
1489,Male,17.0,Teacher,Health,Mass Customer,N,No,4.0,7509 Prairieview Center,2289.0,NSW,Australia,9.0,3.0,4051.77,5.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,924.5823481728937,0.0,26.0
1490,Female,36.0,Cost Accountant,Financial Services,Mass Customer,N,Yes,6.0,7 Delaware Hill,2320.0,NSW,Australia,6.0,2.0,4593.42,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,910.5823481728937,0.0,50.0
1491,Female,96.0,Senior Sales Associate,Health,Mass Customer,N,Yes,4.0,15012 Oneill Plaza,2285.0,NSW,Australia,5.0,2.0,3208.600000000001,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1002.5823481728937,0.0,22.0
1492,Female,51.0,Media Manager I,,Mass Customer,N,No,7.0,4861 School Park,2290.0,NSW,Australia,3.0,5.0,11326.9,8.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,6.0,1.0,3.0,847.5823481728935,1.0,40.0
1493,Female,51.0,Engineer II,Argiculture,High Net Worth,N,No,22.0,9 Sycamore Pass,2287.0,NSW,Australia,5.0,3.0,11653.87,10.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,9.0,0.0,7.0,862.5823481728935,0.0,32.0
1494,Male,46.0,Geologist I,,Mass Customer,N,Yes,7.0,005 Prentice Circle,2307.0,NSW,Australia,5.0,7.0,11747.52,10.0,0.0,3.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,9.0,1.0,3.0,860.5823481728935,0.0,33.0
1495,Female,4.0,Physical Therapy Assistant,Health,High Net Worth,N,Yes,8.0,81 Artisan Park,2259.0,NSW,Australia,5.0,2.0,1217.97,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,845.5823481728935,0.0,30.0
1496,Female,22.0,Human Resources Manager,IT,Affluent Customer,N,No,3.0,7764 Declaration Hill,2261.0,NSW,Australia,9.0,2.0,7189.5,5.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,3.0,895.5823481728935,0.0,21.0
1497,Female,70.0,Marketing Assistant,Retail,High Net Worth,N,No,14.0,7049 Sutteridge Lane,2251.0,NSW,Australia,8.0,2.0,6257.94,6.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,4.0,1024.5823481728937,0.0,46.0
1498,Female,84.0,Nurse,,Affluent Customer,N,Yes,13.0,40 Dexter Crossing,2250.0,NSW,Australia,9.0,3.0,4031.87,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,882.5823481728935,0.0,30.0
1499,Male,88.0,Design Engineer,Manufacturing,Mass Customer,N,Yes,11.0,543 Morrow Terrace,2261.0,NSW,Australia,8.0,4.0,5880.27,5.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,967.5823481728937,0.0,46.0
1500,Female,82.0,,,Mass Customer,N,No,9.0,36 Marquette Center,2250.0,NSW,Australia,7.0,3.0,7075.56,5.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,847.5823481728935,0.0,60.0
1501,Female,74.0,Account Executive,Property,Mass Customer,N,Yes,14.0,8 Arizona Way,2233.0,NSW,Australia,9.0,4.0,4317.1,5.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,895.5823481728935,0.0,46.0
1502,Female,52.0,Design Engineer,Financial Services,Affluent Customer,N,Yes,11.0,78960 Schiller Lane,2450.0,NSW,Australia,4.0,5.0,11571.9,9.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,5.0,2.0,4.0,868.5823481728935,0.0,30.0
1503,Female,1.0,Media Manager III,,Affluent Customer,N,No,6.0,75 Hoepker Street,2232.0,NSW,Australia,10.0,3.0,13725.13,10.0,0.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,8.0,0.0,7.0,876.5823481728935,0.0,52.0
1504,Male,98.0,Data Coordiator,Property,Affluent Customer,N,Yes,13.0,39677 Emmet Terrace,2211.0,NSW,Australia,10.0,5.0,5266.7,5.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,847.5823481728935,0.0,45.0
1505,Male,90.0,Recruiting Manager,Financial Services,Mass Customer,N,No,3.0,30 Bay Hill,2229.0,NSW,Australia,12.0,3.0,6155.870000000001,5.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,860.5823481728935,0.0,26.0
1506,Male,21.0,,Property,Mass Customer,N,No,17.0,6 Canary Plaza,2223.0,NSW,Australia,8.0,5.0,11058.14,10.0,0.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,9.0,1.0,5.0,842.5823481728935,1.0,62.0
1507,Male,97.0,,Manufacturing,High Net Worth,N,Yes,22.0,4 Maywood Court,2228.0,NSW,Australia,10.0,1.0,6661.28,4.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,858.5823481728935,0.0,42.0
1508,Male,80.0,Clinical Specialist,Health,Affluent Customer,N,Yes,11.0,04489 Corscot Hill,2232.0,NSW,Australia,10.0,3.0,5437.079999999999,5.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,903.5823481728937,0.0,33.0
1509,U,10.0,Computer Systems Analyst I,IT,High Net Worth,N,Yes,,00941 7th Place,2227.0,NSW,Australia,10.0,3.0,2949.68,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,886.5823481728935,0.0,42.0
1510,Male,94.0,Actuary,Financial Services,Mass Customer,N,No,18.0,09 Bayside Place,2223.0,NSW,Australia,10.0,2.0,2588.77,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,898.5823481728935,0.0,61.0
1511,Male,97.0,Internal Auditor,Financial Services,Mass Customer,N,No,4.0,8802 Fisk Street,2234.0,NSW,Australia,10.0,4.0,7012.24,8.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,4.0,858.5823481728935,0.0,29.0
1512,Male,89.0,Teacher,,High Net Worth,N,No,4.0,81 Darwin Court,2210.0,NSW,Australia,10.0,2.0,6281.98,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,898.5823481728935,0.0,41.0
1513,Male,13.0,Quality Engineer,,Affluent Customer,N,Yes,16.0,54295 Dorton Hill,2219.0,NSW,Australia,10.0,3.0,5632.3200000000015,6.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,4.0,0.0,3.0,962.5823481728937,0.0,49.0
1514,Male,15.0,Professor,,Mass Customer,N,No,14.0,29 Spohn Drive,2212.0,NSW,Australia,10.0,3.0,7863.42,7.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,909.5823481728937,0.0,58.0
1515,Male,80.0,Geological Engineer,Manufacturing,Mass Customer,N,Yes,2.0,87746 Bellgrove Park,2211.0,NSW,Australia,10.0,4.0,5844.51,7.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,3.0,850.5823481728935,0.0,29.0
1516,Male,6.0,VP Sales,IT,Affluent Customer,N,No,19.0,4517 Colorado Place,2210.0,NSW,Australia,10.0,4.0,5692.96,5.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,879.5823481728935,0.0,52.0
1517,Male,90.0,Operator,IT,Affluent Customer,N,No,12.0,91433 Hollow Ridge Crossing,2210.0,NSW,Australia,10.0,7.0,13750.08,11.0,0.0,3.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,8.0,1.0,4.0,870.5823481728935,0.0,32.0
1518,Male,66.0,Safety Technician IV,Property,Affluent Customer,N,No,18.0,237 Garrison Way,2207.0,NSW,Australia,8.0,3.0,6263.77,5.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,873.5823481728935,0.0,49.0
1519,Male,35.0,Administrative Assistant IV,Telecommunications,High Net Worth,N,Yes,1.0,7 Bartillon Circle,2260.0,NSW,Australia,8.0,3.0,9090.05,11.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,7.0,1.0,8.0,850.5823481728935,1.0,18.0
1520,Male,95.0,,Retail,Mass Customer,N,No,19.0,22 Nelson Terrace,2190.0,NSW,Australia,10.0,3.0,4369.87,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1009.5823481728937,0.0,54.0
1521,Male,49.0,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,22.0,96 Pepper Wood Drive,2567.0,NSW,Australia,10.0,2.0,2287.37,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,937.5823481728937,0.0,24.0
1522,Male,57.0,Paralegal,Financial Services,Mass Customer,N,No,7.0,79055 Moose Terrace,2176.0,NSW,Australia,9.0,3.0,6500.009999999998,6.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,3.0,851.5823481728935,0.0,25.0
1523,Male,78.0,Product Engineer,Financial Services,Mass Customer,N,Yes,17.0,520 Mesta Alley,2200.0,NSW,Australia,8.0,2.0,3736.42,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,883.5823481728935,0.0,60.0
1524,Female,7.0,Administrative Officer,Financial Services,Mass Customer,N,Yes,16.0,0534 Bartelt Trail,2760.0,NSW,Australia,8.0,3.0,5784.920000000001,8.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,6.0,1.0,5.0,879.5823481728935,0.0,44.0
1525,Female,43.0,Database Administrator III,Financial Services,High Net Worth,N,No,5.0,3009 Duke Crossing,2200.0,NSW,Australia,8.0,0.0,2983.65,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,866.5823481728935,0.0,53.0
1526,Male,50.0,Editor,Manufacturing,Mass Customer,N,Yes,19.0,484 Lindbergh Street,2161.0,NSW,Australia,6.0,4.0,8545.730000000001,6.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,2.0,922.5823481728937,0.0,55.0
1527,Male,23.0,Chemical Engineer,Manufacturing,Mass Customer,N,No,2.0,83 Luster Drive,2848.0,NSW,Australia,1.0,4.0,8695.82,8.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,6.0,1.0,4.0,883.5823481728935,0.0,22.0
1528,Female,78.0,,Manufacturing,High Net Worth,N,No,3.0,28 Mcguire Junction,2171.0,NSW,Australia,10.0,5.0,7880.17,7.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,917.5823481728937,0.0,36.0
1529,Female,0.0,Media Manager III,Financial Services,High Net Worth,N,Yes,5.0,6750 Truax Trail,2145.0,NSW,Australia,8.0,1.0,1810.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,946.5823481728937,0.0,33.0
1530,Male,89.0,Pharmacist,Health,Mass Customer,N,Yes,9.0,84749 Holy Cross Terrace,2767.0,NSW,Australia,8.0,6.0,13634.73,10.0,0.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,1.0,7.0,2.0,4.0,843.5823481728935,1.0,44.0
1531,Female,20.0,Administrative Assistant III,Financial Services,Mass Customer,N,Yes,13.0,486 Clyde Gallagher Road,2170.0,NSW,Australia,9.0,4.0,7667.54,7.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0,1.0,3.0,884.5823481728935,0.0,54.0
1532,Female,27.0,VP Accounting,Financial Services,Mass Customer,N,Yes,10.0,305 Vera Lane,2165.0,NSW,Australia,8.0,1.0,6446.190000000001,6.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,5.0,845.5823481728935,0.0,47.0
1533,Female,59.0,Social Worker,Health,Affluent Customer,N,Yes,8.0,2 Moulton Drive,2567.0,NSW,Australia,10.0,5.0,7532.76,8.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,6.0,0.0,3.0,946.5823481728937,0.0,42.0
1534,Female,74.0,Human Resources Assistant I,Manufacturing,Mass Customer,N,No,4.0,213 Alpine Avenue,2168.0,NSW,Australia,9.0,4.0,7048.710000000001,7.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,6.0,0.0,3.0,888.5823481728935,0.0,21.0
1535,Male,80.0,Cost Accountant,Financial Services,Affluent Customer,N,Yes,3.0,2 Saint Paul Parkway,2040.0,NSW,Australia,12.0,2.0,7008.06,5.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,946.5823481728937,0.0,23.0
1536,Female,28.0,Software Consultant,Financial Services,Affluent Customer,N,Yes,15.0,7921 Trailsway Center,2759.0,NSW,Australia,9.0,4.0,4914.46,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,875.5823481728935,0.0,40.0
1537,Male,23.0,Librarian,Entertainment,Mass Customer,N,No,10.0,90323 Pine View Hill,2148.0,NSW,Australia,8.0,4.0,9589.18,9.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,4.0,2.0,5.0,868.5823481728935,0.0,50.0
1538,Male,74.0,Pharmacist,Health,High Net Worth,N,Yes,12.0,27 Hooker Plaza,2177.0,NSW,Australia,8.0,1.0,891.12,4.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,843.5823481728935,0.0,31.0
1539,Male,3.0,Account Executive,,Mass Customer,N,Yes,16.0,193 Bluejay Hill,2160.0,NSW,Australia,9.0,4.0,6655.98,8.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,5.0,1.0,4.0,907.5823481728937,0.0,42.0
1540,Female,53.0,Mechanical Systems Engineer,Property,Mass Customer,N,Yes,19.0,8 Monument Junction,2154.0,NSW,Australia,11.0,4.0,7965.92,6.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,2.0,847.5823481728935,0.0,58.0
1541,Female,7.0,Structural Engineer,Argiculture,Mass Customer,N,Yes,13.0,22 Portage Road,2155.0,NSW,Australia,9.0,2.0,6311.2,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,912.5823481728937,0.0,65.0
1542,Male,56.0,Food Chemist,Health,Mass Customer,N,Yes,12.0,243 Mosinee Place,2155.0,NSW,Australia,10.0,3.0,5625.49,5.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,975.5823481728937,0.0,41.0
1543,Female,25.0,Database Administrator III,,High Net Worth,N,No,9.0,65 Southridge Alley,2745.0,NSW,Australia,10.0,2.0,2638.73,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,916.5823481728937,0.0,26.0
1544,Male,75.0,Dental Hygienist,Health,Affluent Customer,N,Yes,11.0,16 Maple Wood Center,2155.0,NSW,Australia,10.0,1.0,1057.51,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1171.5823481728935,0.0,56.0
1545,Male,34.0,Associate Professor,Health,Mass Customer,N,Yes,15.0,8595 Ruskin Plaza,3196.0,VIC,Australia,10.0,5.0,6179.73,7.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,6.0,0.0,2.0,844.5823481728935,0.0,42.0
1546,Female,22.0,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8.0,2 Eastwood Street,2153.0,NSW,Australia,10.0,4.0,6956.75,7.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,911.5823481728937,0.0,63.0
1547,Female,82.0,Account Coordinator,,Mass Customer,N,Yes,12.0,68 Delaware Avenue,2768.0,NSW,Australia,10.0,5.0,12870.899999999998,9.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,3.0,6.0,0.0,4.0,869.5823481728935,0.0,30.0
1548,Female,70.0,,Manufacturing,Mass Customer,N,Yes,2.0,08167 Buhler Avenue,2153.0,NSW,Australia,10.0,1.0,2239.69,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,879.5823481728935,0.0,25.0
1549,Female,87.0,,Financial Services,Affluent Customer,N,Yes,4.0,0046 Grim Pass,2148.0,NSW,Australia,7.0,4.0,5720.98,7.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,3.0,845.5823481728935,0.0,22.0
1550,Female,3.0,Programmer Analyst II,IT,Mass Customer,N,Yes,12.0,4 Sutteridge Trail,2153.0,NSW,Australia,10.0,2.0,5181.85,6.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,1.0,4.0,884.5823481728935,0.0,33.0
1551,Female,37.0,Computer Systems Analyst I,Entertainment,Affluent Customer,N,No,17.0,8 Boyd Road,2075.0,NSW,Australia,12.0,5.0,7800.780000000002,7.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,6.0,1.0,2.0,864.5823481728935,0.0,44.0
1552,Male,80.0,Research Associate,Entertainment,Mass Customer,N,Yes,8.0,8 Bobwhite Park,2768.0,NSW,Australia,10.0,2.0,6945.16,5.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,0.0,3.0,941.5823481728937,0.0,31.0
1553,Female,68.0,Administrative Assistant IV,Retail,High Net Worth,N,No,7.0,62047 Ludington Terrace,2148.0,NSW,Australia,8.0,0.0,4422.05,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0,926.5823481728937,0.0,63.0
1554,Male,83.0,Assistant Manager,Retail,Affluent Customer,N,No,3.0,277 Maple Circle,2768.0,NSW,Australia,8.0,2.0,9898.23,7.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,2.0,5.0,862.5823481728935,0.0,25.0
1555,Male,60.0,Tax Accountant,Health,High Net Worth,N,No,15.0,845 Mendota Center,2148.0,NSW,Australia,8.0,3.0,7885.780000000002,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,4.0,975.5823481728937,0.0,57.0
1556,Male,30.0,Web Developer III,Manufacturing,Mass Customer,N,Yes,6.0,13795 Corscot Drive,2147.0,NSW,Australia,9.0,1.0,6248.450000000002,5.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,926.5823481728937,0.0,34.0
1557,Male,64.0,Speech Pathologist,Financial Services,Mass Customer,N,No,6.0,08 Twin Pines Place,2768.0,NSW,Australia,9.0,4.0,9899.14,7.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,5.0,1.0,3.0,917.5823481728937,0.0,44.0
1558,Male,14.0,Information Systems Manager,Financial Services,Affluent Customer,N,No,2.0,07236 Jenifer Point,2763.0,NSW,Australia,10.0,4.0,13587.27,9.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,7.0,1.0,5.0,850.5823481728935,1.0,28.0
1559,Male,63.0,,Health,High Net Worth,N,Yes,12.0,2 Darwin Parkway,2118.0,NSW,Australia,9.0,5.0,11795.54,7.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,6.0,1.0,3.0,898.5823481728935,0.0,44.0
1560,Male,14.0,,Retail,Mass Customer,N,No,5.0,57878 Northfield Crossing,2144.0,NSW,Australia,10.0,2.0,1348.02,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1044.5823481728937,0.0,47.0
1561,Male,47.0,Graphic Designer,Manufacturing,Mass Customer,N,Yes,14.0,61 Donald Crossing,2142.0,NSW,Australia,9.0,6.0,10601.55,8.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0,2.0,885.5823481728935,0.0,45.0
1562,Female,29.0,Staff Scientist,,Affluent Customer,N,Yes,3.0,842 Rutledge Parkway,2145.0,NSW,Australia,9.0,3.0,4066.110000000001,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,942.5823481728937,0.0,35.0
1563,Male,39.0,Account Representative IV,Property,Mass Customer,N,No,9.0,8462 Emmet Trail,4878.0,QLD,Australia,4.0,3.0,4845.1100000000015,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,971.5823481728937,0.0,28.0
1564,Female,42.0,Geologist III,Retail,Mass Customer,N,No,16.0,6265 Moland Terrace,2076.0,NSW,Australia,10.0,2.0,2983.8,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,855.5823481728935,0.0,56.0
1565,Male,71.0,Sales Representative,Retail,High Net Worth,N,Yes,11.0,4 Rowland Way,2126.0,NSW,Australia,10.0,2.0,3083.23,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,851.5823481728935,0.0,66.0
1566,Male,95.0,Executive Secretary,Argiculture,Mass Customer,N,No,17.0,04488 Jenna Alley,2289.0,NSW,Australia,9.0,2.0,2886.44,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,928.5823481728937,0.0,58.0
1567,Female,18.0,Teacher,,Mass Customer,N,No,16.0,4 Toban Junction,2154.0,NSW,Australia,8.0,5.0,10643.93,7.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,6.0,0.0,2.0,866.5823481728935,0.0,48.0
1568,Female,78.0,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9.0,5 Manley Avenue,2122.0,NSW,Australia,11.0,4.0,7722.059999999998,5.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,981.5823481728937,0.0,39.0
1569,Male,87.0,Structural Analysis Engineer,,Mass Customer,N,No,8.0,9 Eastlawn Court,2155.0,NSW,Australia,10.0,1.0,1466.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,895.5823481728935,0.0,32.0
